Date,Close
2016/11/25,4221.02
2016/11/23,4204.49
2016/11/22,4200.95
2016/11/21,4191.68
2016/11/18,4160.58
2016/11/17,4169.87
2016/11/16,4150.21
2016/11/15,4155.62
2016/11/14,4123.81
2016/11/11,4123.69
2016/11/10,4129.46
2016/11/9,4121.03
2016/11/8,4075.61
2016/11/7,4058.3
2016/11/4,3970.02
2016/11/3,3976.56
2016/11/2,3992.76
2016/11/1,4018.47
2016/10/31,4045.89
2016/10/28,4046.36
2016/10/27,4058.75
2016/10/26,4070.76
2016/10/25,4077.8
2016/10/24,4093.22
2016/10/21,4073.85
2016/10/20,4074.18
2016/10/19,4079.5
2016/10/18,4069.99
2016/10/17,4045.07
2016/10/14,4057.28
2016/10/13,4056.45
2016/10/12,4068.92
2016/10/11,4063.92
2016/10/10,4115.12
2016/10/7,4096.25
2016/10/6,4109.49
2016/10/5,4107.4
2016/10/4,4088.17
2016/10/3,4108.13
2016/9/30,4121.06
2016/9/29,4088.47
2016/9/28,4126.83
2016/9/27,4104.18
2016/9/26,4077.71
2016/9/23,4112.69
2016/9/22,4136.41
2016/9/21,4109.63
2016/9/20,4065.2
2016/9/19,4063.94
2016/9/16,4063.97
2016/9/15,4079.32
2016/9/14,4037.83
2016/9/13,4039.92
2016/9/12,4099.47
2016/9/9,4039.96
2016/9/8,4141.46
2016/9/7,4150.51
2016/9/6,4150.11
2016/9/2,4137.7
2016/9/1,4120.17
2016/8/31,4120.29
2016/8/30,4129.34
2016/8/29,4136.75
2016/8/26,4114.68
2016/8/25,4121.09
2016/8/24,4126.65
2016/8/23,4148.16
2016/8/22,4139.97
2016/8/19,4142.23
2016/8/18,4147.64
2016/8/17,4138.42
2016/8/16,4129.68
2016/8/15,4151.69
2016/8/12,4139.63
2016/8/11,4142.72
2016/8/10,4122.65
2016/8/9,4132.96
2016/8/8,4131.19
2016/8/5,4134.56
2016/8/4,4099.21
2016/8/3,4097.3
2016/8/2,4083.25
2016/8/1,4109.28
2016/7/29,4114.51
2016/7/28,4107.75
2016/7/27,4100.81
2016/7/26,4105.57
2016/7/25,4104.13
2016/7/22,4116.5
2016/7/21,4097.82
2016/7/20,4112.61
2016/7/19,4094.61
2016/7/18,4100.4
2016/7/15,4090.49
2016/7/14,4094.28
2016/7/13,4072.77
2016/7/12,4071.85
2016/7/11,4043.49
2016/7/8,4029.75
2016/7/7,3969.19
2016/7/6,3972.26
2016/7/5,3949.72
2016/7/1,3976.68
2016/6/30,3968.21
2016/6/29,3915.1
2016/6/28,3849.05
2016/6/27,3781.02
2016/6/24,3850.7
2016/6/23,3994.18
2016/6/22,3941.45
2016/6/21,3947.94
2016/6/20,3936.91
2016/6/17,3914.15
2016/6/16,3926.93
2016/6/15,3914.02
2016/6/14,3920.93
2016/6/13,3927.73
2016/6/10,3958.68
2016/6/9,3995.28
2016/6/8,4001.98
2016/6/7,3987.96
2016/6/6,3982.74
2016/6/3,3963.23
2016/6/2,3974.76
2016/6/1,3963.1
2016/5/31,3957.95
2016/5/27,3961.67
2016/5/26,3944.05
2016/5/25,3944.33
2016/5/24,3916.77
2016/5/23,3863.82
2016/5/20,3871.75
2016/5/19,3847.97
2016/5/18,3862.25
2016/5/17,3860.88
2016/5/16,3896.36
2016/5/13,3858.17
2016/5/12,3890.85
2016/5/11,3891.13
2016/5/10,3926.63
2016/5/9,3878.14
2016/5/6,3875.18
2016/5/5,3862.4
2016/5/4,3862.4
2016/5/3,3884.63
2016/5/2,3918.53
2016/4/29,3888.13
2016/4/28,3907.88
2016/4/27,3944.02
2016/4/26,3937.23
2016/4/25,3929.88
2016/4/22,3937
2016/4/21,3936.8
2016/4/20,3957.25
2016/4/19,3954.01
2016/4/18,3941.86
2016/4/15,3916.17
2016/4/14,3920.03
2016/4/13,3918.95
2016/4/12,3879.42
2016/4/11,3842.17
2016/4/8,3852.72
2016/4/7,3841.98
2016/4/6,3888.41
2016/4/5,3846.59
2016/4/4,3886
2016/4/1,3897.66
2016/3/31,3873.11
2016/3/30,3881.01
2016/3/29,3863.8
2016/3/28,3829.26
2016/3/24,3827.14
2016/3/23,3828.58
2016/3/22,3853.18
2016/3/21,3855.97
2016/3/18,3852.15
2016/3/17,3835.26
2016/3/16,3810.09
2016/3/15,3788.62
2016/3/14,3795.53
2016/3/11,3800.07
2016/3/10,3737.74
2016/3/9,3736.92
2016/3/8,3717.49
2016/3/7,3759.05
2016/3/4,3755.47
2016/3/3,3743.02
2016/3/2,3729.59
2016/3/1,3713.7
2016/2/29,3627.06
2016/2/26,3656.42
2016/2/25,3662.84
2016/2/24,3620.87
2016/2/23,3604.68
2016/2/22,3649.92
2016/2/19,3597.92
2016/2/18,3597.49
2016/2/17,3614.16
2016/2/16,3555.2
2016/2/12,3496.28
2016/2/11,3428.99
2016/2/10,3471.04
2016/2/9,3470.5
2016/2/8,3472.08
2016/2/5,3521.6
2016/2/4,3587.71
2016/2/3,3581.53
2016/2/2,3562.52
2016/2/1,3630.46
2016/1/29,3631.96
2016/1/28,3544.13
2016/1/27,3524.33
2016/1/26,3562.81
2016/1/25,3513.11
2016/1/22,3568.9
2016/1/21,3497.94
2016/1/20,3479.75
2016/1/19,3520.4
2016/1/15,3518.51
2016/1/14,3596.03
2016/1/13,3536.92
2016/1/12,3627.06
2016/1/11,3598.97
2016/1/8,3595.91
2016/1/7,3635.29
2016/1/6,3723.44
2016/1/5,3771.57
2016/1/4,3763.99
2015/12/31,3821.6
2015/12/30,3857.9
2015/12/29,3885.55
2015/12/28,3843.94
2015/12/24,3852.31
2015/12/23,3858.47
2015/12/22,3810.85
2015/12/21,3777.15
2015/12/18,3747.56
2015/12/17,3815.46
2015/12/16,3873.12
2015/12/15,3817.36
2015/12/14,3777.22
2015/12/11,3759.09
2015/12/10,3832.93
2015/12/9,3823.9
2015/12/8,3853.48
2015/12/7,3878.31
2015/12/4,3905.31
2015/12/3,3826.74
2015/12/2,3882.38
2015/12/1,3924.63
2015/11/30,3882.84
2015/11/27,3900.74
2015/11/25,3897.57
2015/11/24,3897.67
2015/11/23,3892.8
2015/11/20,3897.45
2015/11/19,3882.06
2015/11/18,3886.26
2015/11/17,3824.14
2015/11/16,3828.46
2015/11/13,3771.59
2015/11/12,3814.29
2015/11/11,3867.71
2015/11/10,3880.23
2015/11/9,3873.37
2015/11/6,3910.98
2015/11/5,3911.89
2015/11/4,3915.52
2015/11/3,3928.05
2015/11/2,3917.3
2015/10/30,3871.33
2015/10/29,3890.04
2015/10/28,3891.34
2015/10/27,3845.45
2015/10/26,3855.29
2015/10/23,3862.65
2015/10/22,3820.49
2015/10/21,3757.91
2015/10/20,3779.44
2015/10/19,3784.72
2015/10/16,3783.64
2015/10/15,3766.43
2015/10/14,3711.11
2015/10/13,3728.48
2015/10/12,3753.73
2015/10/9,3748.96
2015/10/8,3746.12
2015/10/7,3713.36
2015/10/6,3682.33
2015/10/5,3695.61
2015/10/2,3629.04
2015/10/1,3577.47
2015/9/30,3570.17
2015/9/29,3503.13
2015/9/28,3498.61
2015/9/25,3589.71
2015/9/24,3591.37
2015/9/23,3603.49
2015/9/22,3610.7
2015/9/21,3655.64
2015/9/18,3638.99
2015/9/17,3698.74
2015/9/16,3707.62
2015/9/15,3675.48
2015/9/14,3628.87
2015/9/11,3643.54
2015/9/10,3626.14
2015/9/9,3606.8
2015/9/8,3657.32
2015/9/4,3567.41
2015/9/3,3622.66
2015/9/2,3618.25
2015/9/1,3552.65
2015/8/31,3660.75
2015/8/28,3691.3
2015/8/27,3688.6
2015/8/26,3600.73
2015/8/25,3465.19
2015/8/24,3512.65
2015/8/21,3656.67
2015/8/20,3776.36
2015/8/19,3857.74
2015/8/18,3889.6
2015/8/17,3899.1
2015/8/14,3878.16
2015/8/13,3863.03
2015/8/12,3867.37
2015/8/11,3862.81
2015/8/10,3899.36
2015/8/7,3849.96
2015/8/6,3860.92
2015/8/5,3889.99
2015/8/4,3876.44
2015/8/3,3885.07
2015/7/31,3895.8
2015/7/30,3904.64
2015/7/29,3904.21
2015/7/28,3875.37
2015/7/27,3827.93
2015/7/24,3850.15
2015/7/23,3891.79
2015/7/22,3913.75
2015/7/21,3922.7
2015/7/20,3939.35
2015/7/17,3936.22
2015/7/16,3931.85
2015/7/15,3900.5
2015/7/14,3903.31
2015/7/13,3885.97
2015/7/10,3843.1
2015/7/9,3796.26
2015/7/8,3787.67
2015/7/7,3850.66
2015/7/6,3827.35
2015/7/2,3842.06
2015/7/1,3843.26
2015/6/30,3815.85
2015/6/29,3805.5
2015/6/26,3886.21
2015/6/25,3887.04
2015/6/24,3898.47
2015/6/23,3927.23
2015/6/22,3924.41
2015/6/19,3900.64
2015/6/18,3921.43
2015/6/17,3882.49
2015/6/16,3874.73
2015/6/15,3852.75
2015/6/12,3870.56
2015/6/11,3897.59
2015/6/10,3889.7
2015/6/9,3843.16
2015/6/8,3841.45
2015/6/5,3865.83
2015/6/4,3871.23
2015/6/3,3904.83
2015/6/2,3895.85
2015/6/1,3899.59
2015/5/29,3891.18
2015/5/28,3915.82
2015/5/27,3920.11
2015/5/26,3883.88
2015/5/22,3924.16
2015/5/21,3932.9
2015/5/20,3923.18
2015/5/19,3926.41
2015/5/18,3928.15
2015/5/15,3915.99
2015/5/14,3912.52
2015/5/13,3870.36
2015/5/12,3870.69
2015/5/11,3881.93
2015/5/8,3901.01
2015/5/7,3849.13
2015/5/6,3833.7
2015/5/5,3849.41
2015/5/4,3895.16
2015/5/1,3883.75
2015/4/30,3841.77
2015/4/29,3880.9
2015/4/28,3895.21
2015/4/27,3884.1
2015/4/24,3900.24
2015/4/23,3891.46
2015/4/22,3881.92
2015/4/21,3862.15
2015/4/20,3867.82
2015/4/17,3832.33
2015/4/16,3876.18
2015/4/15,3879.1
2015/4/14,3859.22
2015/4/13,3852.93
2015/4/10,3870.32
2015/4/9,3850.29
2015/4/8,3833.2
2015/4/7,3821.48
2015/4/6,3829.31
2015/4/2,3804.14
2015/4/1,3790.66
2015/3/31,3805.27
2015/3/30,3838.65
2015/3/27,3791.9
2015/3/26,3782.21
2015/3/25,3791.13
2015/3/24,3847.05
2015/3/23,3870.49
2015/3/20,3877.26
2015/3/19,3842.62
2015/3/18,3861.39
2015/3/17,3814.77
2015/3/16,3827.62
2015/3/13,3776.44
2015/3/12,3799.43
2015/3/11,3751.2
2015/3/10,3757.83
2015/3/9,3822.42
2015/3/6,3807.04
2015/3/5,3861.29
2015/3/4,3856.5
2015/3/3,3872.72
2015/3/2,3890.32
2015/2/27,3866.42
2015/2/26,3877.85
2015/2/25,3882.95
2015/2/24,3885.27
2015/2/23,3874.46
2015/2/20,3875.6
2015/2/19,3851.53
2015/2/18,3855
2015/2/17,3856.04
2015/2/13,3849.29
2015/2/12,3833.35
2015/2/11,3795.82
2015/2/10,3794.62
2015/2/9,3754.36
2015/2/6,3770.2
2015/2/5,3782.11
2015/2/4,3742.84
2015/2/3,3757.34
2015/2/2,3703.77
2015/1/30,3656.28
2015/1/29,3704.35
2015/1/28,3669.1
2015/1/27,3718.99
2015/1/26,3769.45
2015/1/23,3759.76
2015/1/22,3780.51
2015/1/21,3723.62
2015/1/20,3705.64
2015/1/16,3699.79
2015/1/15,3650.74
2015/1/14,3684.72
2015/1/13,3706.15
2015/1/12,3715.36
2015/1/9,3745.67
2015/1/8,3777.4
2015/1/7,3710.94
2015/1/6,3667.14
2015/1/5,3700.03
2015/1/2,3768.68
2014/12/31,3769.44
2014/12/30,3808.69
2014/12/29,3826.95
2014/12/26,3823
2014/12/24,3810.39
2014/12/23,3810.78
2014/12/22,3803.94
2014/12/19,3788.97
2014/12/18,3771.72
2014/12/17,3682.7
2014/12/16,3609.06
2014/12/15,3639.97
2014/12/12,3663.1
2014/12/11,3723.32
2014/12/10,3705.51
2014/12/9,3766.83
2014/12/8,3767.7
2014/12/5,3794.68
2014/12/4,3788.34
2014/12/3,3792.69
2014/12/2,3777.47
2014/12/1,3753.31
2014/11/28,3778.96
2014/11/26,3788.42
2014/11/25,3776.94
2014/11/24,3780.88
2014/11/21,3770.03
2014/11/20,3749.87
2014/11/19,3742.35
2014/11/18,3747.74
2014/11/17,3727.86
2014/11/14,3724.92
2014/11/13,3723.58
2014/11/12,3721.3
2014/11/11,3722.84
2014/11/10,3720.25
2014/11/7,3708.46
2014/11/6,3706.45
2014/11/5,3691.38
2014/11/4,3669.18
2014/11/3,3679.58
2014/10/31,3679.99
2014/10/30,3637.3
2014/10/29,3614.53
2014/10/28,3619.16
2014/10/27,3576.47
2014/10/24,3581.82
2014/10/23,3556.7
2014/10/22,3513.47
2014/10/21,3538.9
2014/10/20,3470.89
2014/10/17,3439.39
2014/10/16,3395.64
2014/10/15,3395.03
2014/10/14,3422.43
2014/10/13,3417.01
2014/10/10,3474.23
2014/10/9,3514.12
2014/10/8,3588.07
2014/10/7,3525.29
2014/10/6,3579.42
2014/10/3,3584.94
2014/10/2,3545.3
2014/10/1,3544.98
2014/9/30,3592.25
2014/9/29,3602.09
2014/9/26,3610.98
2014/9/25,3579.61
2014/9/24,3638.44
2014/9/23,3610.1
2014/9/22,3630.7
2014/9/19,3660.03
2014/9/18,3661.73
2014/9/17,3643.4
2014/9/16,3638.6
2014/9/15,3611.52
2014/9/12,3614.06
2014/9/11,3635.66
2014/9/10,3631.45
2014/9/9,3617.89
2014/9/8,3641.66
2014/9/5,3652.26
2014/9/4,3633.87
2014/9/3,3639.35
2014/9/2,3641.52
2014/8/29,3643.34
2014/8/28,3630.98
2014/8/27,3636.64
2014/8/26,3635.71
2014/8/25,3631.86
2014/8/22,3614.5
2014/8/21,3621.23
2014/8/20,3610.49
2014/8/19,3601.33
2014/8/18,3582.7
2014/8/15,3552.17
2014/8/14,3551.97
2014/8/13,3536.42
2014/8/12,3511.96
2014/8/11,3517.53
2014/8/8,3507.21
2014/8/7,3467.14
2014/8/6,3485.67
2014/8/5,3484.56
2014/8/4,3518.31
2014/8/1,3493.18
2014/7/31,3503.19
2014/7/30,3574.45
2014/7/29,3573.65
2014/7/28,3589.73
2014/7/25,3588.68
2014/7/24,3606.1
2014/7/23,3604.3
2014/7/22,3597.95
2014/7/21,3579.99
2014/7/18,3588.21
2014/7/17,3551.73
2014/7/16,3593.91
2014/7/15,3578.46
2014/7/14,3585.37
2014/7/11,3568.08
2014/7/10,3562.49
2014/7/9,3577.28
2014/7/8,3560.53
2014/7/7,3584.75
2014/7/3,3598.73
2014/7/2,3579.11
2014/7/1,3576.55
2014/6/30,3552.18
2014/6/27,3553.35
2014/6/26,3546.38
2014/6/25,3549.96
2014/6/24,3532.57
2014/6/23,3555.14
2014/6/20,3555.6
2014/6/19,3549.44
2014/6/18,3544.42
2014/6/17,3517.23
2014/6/16,3509.54
2014/6/13,3506.58
2014/6/12,3495.57
2014/6/11,3519.52
2014/6/10,3531.62
2014/6/9,3532.47
2014/6/6,3528.98
2014/6/5,3512.21
2014/6/4,3489.21
2014/6/3,3482
2014/6/2,3483.14
2014/5/30,3480.29
2014/5/29,3473.86
2014/5/28,3454.88
2014/5/27,3458.19
2014/5/23,3437.58
2014/5/22,3422.99
2014/5/21,3414.45
2014/5/20,3386.48
2014/5/19,3408.52
2014/5/16,3395.21
2014/5/15,3382.52
2014/5/14,3413.84
2014/5/13,3429.3
2014/5/12,3427.01
2014/5/9,3394.05
2014/5/8,3388.29
2014/5/7,3392.1
2014/5/6,3371.72
2014/5/5,3402.23
2014/5/2,3395.61
2014/5/1,3400.2
2014/4/30,3400.46
2014/4/29,3390.16
2014/4/28,3374.04
2014/4/25,3362.95
2014/4/24,3390.39
2014/4/23,3384.5
2014/4/22,3391.58
2014/4/21,3377.75
2014/4/17,3365
2014/4/16,3360.27
2014/4/15,3325.3
2014/4/14,3302.98
2014/4/11,3276.04
2014/4/10,3307.08
2014/4/9,3377.61
2014/4/8,3340.84
2014/4/7,3327.27
2014/4/4,3363.41
2014/4/3,3406
2014/4/2,3409.8
2014/4/1,3399.51
2014/3/31,3375.51
2014/3/28,3348.83
2014/3/27,3333.23
2014/3/26,3339
2014/3/25,3362.44
2014/3/24,3347.36
2014/3/21,3363.72
2014/3/20,3373.6
2014/3/19,3353.29
2014/3/18,3373.98
2014/3/17,3349.71
2014/3/14,3317.81
2014/3/13,3327.11
2014/3/12,3366.07
2014/3/11,3364.17
2014/3/10,3381.22
2014/3/7,3382.57
2014/3/6,3380.49
2014/3/5,3374.1
2014/3/4,3373.64
2014/3/3,3322.85
2014/2/28,3347.38
2014/2/27,3338.05
2014/2/26,3321.15
2014/2/25,3320.43
2014/2/24,3324.84
2014/2/21,3304.36
2014/2/20,3310.27
2014/2/19,3289.83
2014/2/18,3311.27
2014/2/14,3306.92
2014/2/13,3290.82
2014/2/12,3271.47
2014/2/11,3270.74
2014/2/10,3234.79
2014/2/7,3229.64
2014/2/6,3187.25
2014/2/5,3146.49
2014/2/4,3151.94
2014/2/3,3127.87
2014/1/31,3200.95
2014/1/30,3221.78
2014/1/29,3185.7
2014/1/28,3218.21
2014/1/27,3198.57
2014/1/24,3214.13
2014/1/23,3282.64
2014/1/22,3312.04
2014/1/21,3309.74
2014/1/17,3300.51
2014/1/16,3313.36
2014/1/15,3317.75
2014/1/14,3300.61
2014/1/13,3265.27
2014/1/10,3306.77
2014/1/9,3298.87
2014/1/8,3297.74
2014/1/7,3297.45
2014/1/6,3277.48
2014/1/3,3285.68
2014/1/2,3286.69
2013/12/31,3315.59
2013/12/30,3302.3
2013/12/27,3302.66
2013/12/26,3303.15
2013/12/24,3287.55
2013/12/23,3277.62
2013/12/20,3259.79
2013/12/19,3244.15
2013/12/18,3245.59
2013/12/17,3192.33
2013/12/16,3202.22
2013/12/13,3182.07
2013/12/12,3182.33
2013/12/11,3193.52
2013/12/10,3229.72
2013/12/9,3239.99
2013/12/6,3233.99
2013/12/5,3197.76
2013/12/4,3211.59
2013/12/3,3214.95
2013/12/2,3225.06
2013/11/29,3233.72
2013/11/27,3236.14
2013/11/26,3227.36
2013/11/25,3226.53
2013/11/22,3230.54
2013/11/21,3214.16
2013/11/20,3188.04
2013/11/19,3199.51
2013/11/18,3205.46
2013/11/15,3217.2
2013/11/14,3203.65
2013/11/13,3187.64
2013/11/12,3161.1
2013/11/11,3168.41
2013/11/8,3166.11
2013/11/7,3124.12
2013/11/6,3165.13
2013/11/5,3149.96
2013/11/4,3158.47
2013/11/1,3147.21
2013/10/31,3138.09
2013/10/30,3149.93
2013/10/29,3165.11
2013/10/28,3147.36
2013/10/25,3143.16
2013/10/24,3129.41
2013/10/23,3119.2
2013/10/22,3133.98
2013/10/21,3116.09
2013/10/18,3115.77
2013/10/17,3095.42
2013/10/16,3074.54
2013/10/15,3032.27
2013/10/14,3053.84
2013/10/11,3041.43
2013/10/10,3022.43
2013/10/9,2957.4
2013/10/8,2955.41
2013/10/7,2991.39
2013/10/4,3017.05
2013/10/3,2995.81
2013/10/2,3022.95
2013/10/1,3024.38
2013/9/30,3000.18
2013/9/27,3018.24
2013/9/26,3030.41
2013/9/25,3019.31
2013/9/24,3027.52
2013/9/23,3035.09
2013/9/20,3049.47
2013/9/19,3071.61
2013/9/18,3076.81
2013/9/17,3039.75
2013/9/16,3026.94
2013/9/13,3009.79
2013/9/12,3001.62
2013/9/11,3010.94
2013/9/10,3001.36
2013/9/9,2979.45
2013/9/6,2949.8
2013/9/5,2949.27
2013/9/4,2945.62
2013/9/3,2921.23
2013/8/30,2908.96
2013/8/29,2917.96
2013/8/28,2911.83
2013/8/27,2903.29
2013/8/26,2950.13
2013/8/23,2962.06
2013/8/22,2949.96
2013/8/21,2924.73
2013/8/20,2941.58
2013/8/19,2930.27
2013/8/16,2947.46
2013/8/15,2957.08
2013/8/14,2999.42
2013/8/13,3014.43
2013/8/12,3005.42
2013/8/9,3008.79
2013/8/8,3019
2013/8/7,3006.63
2013/8/6,3017.16
2013/8/5,3034.43
2013/8/2,3038.63
2013/8/1,3033.59
2013/7/31,2995.72
2013/7/30,2995.68
2013/7/29,2994.45
2013/7/26,3005.51
2013/7/25,3003.01
2013/7/24,2995.3
2013/7/23,3006.72
2013/7/22,3012.3
2013/7/19,3006.13
2013/7/18,3001.21
2013/7/17,2985.85
2013/7/16,2977.26
2013/7/15,2988.35
2013/7/12,2984.24
2013/7/11,2975.06
2013/7/10,2934.97
2013/7/9,2934.31
2013/7/8,2913.2
2013/7/5,2897.12
2013/7/3,2867.85
2013/7/2,2865.48
2013/7/1,2866.41
2013/6/28,2850.66
2013/6/27,2862.92
2013/6/26,2845.04
2013/6/25,2817.44
2013/6/24,2790.66
2013/6/21,2824.97
2013/6/20,2817.44
2013/6/19,2889.25
2013/6/18,2929.81
2013/6/17,2907.12
2013/6/14,2885.24
2013/6/13,2902.32
2013/6/12,2859.62
2013/6/11,2883.07
2013/6/10,2912.63
2013/6/7,2913.46
2013/6/6,2876.5
2013/6/5,2851.89
2013/6/4,2891.02
2013/6/3,2906.91
2013/5/31,2889.46
2013/5/30,2931.39
2013/5/29,2920.18
2013/5/28,2940.45
2013/5/24,2921.88
2013/5/23,2923.43
2013/5/22,2931.58
2013/5/21,2955.69
2013/5/20,2950.53
2013/5/17,2952.56
2013/5/16,2922.4
2013/5/15,2936.98
2013/5/14,2921.12
2013/5/13,2891.17
2013/5/10,2890.77
2013/5/9,2878.3
2013/5/8,2887.61
2013/5/7,2874.46
2013/5/6,2859.34
2013/5/3,2853.88
2013/5/2,2823.82
2013/5/1,2797.28
2013/4/30,2823.42
2013/4/29,2816.39
2013/4/26,2796.24
2013/4/25,2801.28
2013/4/24,2789.93
2013/4/23,2789.56
2013/4/22,2760.8
2013/4/19,2747.94
2013/4/18,2723.72
2013/4/17,2742.01
2013/4/16,2781.86
2013/4/15,2742.63
2013/4/12,2807.1
2013/4/11,2815.02
2013/4/10,2804.81
2013/4/9,2770.84
2013/4/8,2761.05
2013/4/5,2742.86
2013/4/4,2754.67
2013/4/3,2743.38
2013/4/2,2772.11
2013/4/1,2757.83
2013/3/28,2770.05
2013/3/27,2758.85
2013/3/26,2760.32
2013/3/25,2738.08
2013/3/22,2747.25
2013/3/21,2727.69
2013/3/20,2750.42
2013/3/19,2732.09
2013/3/18,2738.68
2013/3/15,2753.82
2013/3/14,2758.3
2013/3/13,2742.87
2013/3/12,2738.35
2013/3/11,2744.81
2013/3/8,2735.67
2013/3/7,2723.27
2013/3/6,2718.07
2013/3/5,2714.35
2013/3/4,2688.54
2013/3/1,2676.18
2013/2/28,2669.92
2013/2/27,2672.11
2013/2/26,2637.89
2013/2/25,2621.46
